id,name,article,url,series,source_type,watts,lumens,luminous_efficiency_lm_per_w,color_temperature_k,cri,beam_angle,ip_rating,ik_rating,length_mm,width_mm,height_mm,cutout_length_mm,cutout_width_mm,weight_kg,body_material,body_color,diffuser,installation,voltage_ac_v,power_factor,lifetime_h,warranty_months,temperature_range
back-led-595-standard-4000k,"Накладной/встраиваемый светильник 595*595",1782000010,https://www.ltcompany.com/series/back-led/back-led-595-standard-4000k,BACK LED 595 STANDARD,LED,40,4000,100,4000,>80,D120,IP40,"IK02/0.2 J",595,595,32,575,575,1.54,Aluminum,White,Opal polystyrene diffuser,"Recessed Armstrong suspended ceiling 15/24 mm T-profile",230,>0.95,50000,36,+5...+35 C
