id,name,article,url,series,source_type,watts,lumens,luminous_efficiency_lm_per_w,color_temperature_k,cri,beam_angle,ip_rating,ik_rating,height_mm,diameter_mm,cutout_diameter_mm,weight_kg,body_material,body_color,diffuser,installation,voltage_ac_v,power_factor,lifetime_h,warranty_months,temperature_range
colibri-dl-led-15-4000k,Встраиваемый спот,1170000760,https://www.ltcompany.com/series/colibri-dl-led/colibri-dl-led-15-4000k,COLIBRI DL LED,LED,14,1300,93,4000,>80,D120,IP40,"IK02/0.2 J",74,186,165,0.75,Aluminum,White,PC diffuser,"Recessed Armstrong or plasterboard suspended ceiling",230,>0.90,50000,36,+5...+35 C
