id,name,article,url,series,source_type,watts,lumens,luminous_efficiency_lm_per_w,color_temperature_k,cri,beam_angle,ip_rating,ik_rating,height_mm,diameter_mm,weight_kg,body_material,body_color,diffuser,installation,voltage_ac_v,power_factor,lifetime_h,warranty_months,temperature_range
arma-t-15w-d30-840-bk,Трековый светильник,1102300210,https://www.ltcompany.com/series/arma-t/arma-t-15w-d30-840-bk,ARMA/T,LED,14,1800,129,4000,>80,D30,IP40,"IK02/0.2 J",195,88,0.77,"Metal, plastic",Black,PC lens,Three-phase euro-DIN track,230,>0.95,50000,36,+5...+35 C
