id,name,article,url,series,source_type,watts,lumens,luminous_efficiency_lm_per_w,color_temperature_k,cri,beam_angle,ip_rating,ik_rating,length_mm,width_mm,height_mm,cutout_length_mm,weight_kg,body_material,body_color,diffuser,installation,voltage_ac_v,power_factor,lifetime_h,warranty_months,temperature_range
liner-s-led-1200-th-s-4000k,Линейный подвесной 1200мм,1473000300,https://www.ltcompany.com/series/liner-s-led-th/liner-s-led-1200-th-s-4000k,LINER/S LED TH,LED,32,3200,100,4000,>80,D120,IP40,"IK02/0.2 J",1130,60,110,850,3.2,Aluminum,Metallic,Opal PMMA diffuser,"Suspended on cables up to 2 m or surface mounted",230,>0.95,50000,60,+5...+35 C
